dog,nseg,kb_avg,kb_total,coi
31693,2466,594509,241.082,0.26977
31727,2518,743233,295.168,0.337256
31757,2403,550728,229.184,0.249903
31770,2021,1.1498e+06,568.927,0.521743
31774,2216,494776,223.274,0.224514
31783,2517,687554,273.164,0.311991
31799,2564,646427,252.117,0.293328
31822,2426,760090,313.31,0.344905
31827,2161,1.01885e+06,471.472,0.462322
31922,2457,666940,271.445,0.302637
31975,2272,641784,282.476,0.291222
31977,2621,698087,266.344,0.31677
31986,2229,491168,220.354,0.222877
32042,2668,689830,258.557,0.313023
32070,2287,529508,231.529,0.240274
32091,2584,636972,246.506,0.289038
32103,2623,740747,282.405,0.336128
32168,2382,566964,238.02,0.257271
32218,2333,562687,241.186,0.25533
32236,2482,580009,233.686,0.26319
32271,2311,543490,235.175,0.246619
32292,1861,905287,486.452,0.410791
32322,2282,555215,243.302,0.251939
32396,2406,545545,226.743,0.247551
32417,2766,1.05657e+06,381.986,0.479439
32433,2157,1.3035e+06,604.31,0.591488
32461,2286,899982,393.693,0.408384
32538,2439,575102,235.794,0.260963
32638,2333,766948,328.739,0.348017
32643,2082,540590,259.649,0.245303
32659,2472,762281,308.366,0.345899
32668,1667,356754,214.01,0.161884
32697,2461,628328,255.314,0.285116
32700,2129,485111,227.859,0.220128
32722,2625,1.14609e+06,436.606,0.52006
32746,2450,576894,235.467,0.261777
32768,2361,556723,235.799,0.252624
32848,2448,690888,282.225,0.313503
32853,2349,537741,228.924,0.24401
32858,2173,544860,250.741,0.247241
32915,2493,592428,237.637,0.268825
32918,2662,879000,330.203,0.398863
32921,2478,742388,299.592,0.336873
32947,2339,533892,228.257,0.242264
32956,2169,526805,242.879,0.239048
32986,2355,538191,228.531,0.244214
32993,2525,1.10418e+06,437.3,0.501043
33000,2351,1.22305e+06,520.224,0.554982
33024,2289,512973,224.104,0.232771
33068,2497,632244,253.202,0.286893
33077,2461,593645,241.221,0.269378
33090,2647,809378,305.772,0.367271
33104,2559,764488,298.745,0.346901
33113,2268,1.06586e+06,469.956,0.483654
33122,2627,709677,270.147,0.322029
33135,2557,1.4064e+06,550.019,0.638181
33140,2516,754651,299.941,0.342437
33148,2003,431927,215.64,0.195995
33159,2493,547331,219.547,0.248362
33167,2287,536588,234.625,0.243487
33168,2794,803288,287.505,0.364507
33221,2413,558068,231.275,0.253234
33294,2301,581262,252.613,0.263759
33299,2721,942041,346.211,0.427469
33319,2092,503377,240.62,0.228417
33331,2264,514194,227.118,0.233325
33348,2111,479461,227.125,0.217564
33405,2648,688596,260.044,0.312463
33415,2479,677406,273.258,0.307386
33416,2276,529761,232.76,0.240389
33460,2000,1.13828e+06,569.139,0.516516
33462,2454,573011,233.501,0.260015
33488,2382,542052,227.562,0.245966
33490,1866,395298,211.842,0.179374
33511,2387,548360,229.728,0.248829
33547,2327,531285,228.313,0.241081
33575,2500,729401,291.76,0.330979
33579,2465,743261,301.526,0.337269
33610,2415,572310,236.981,0.259696
33626,2482,780674,314.534,0.354246
33646,2395,972618,406.104,0.441344
33662,2519,660847,262.345,0.299872
33676,2373,549750,231.669,0.249459
33692,2331,524963,225.209,0.238212
33711,2510,847742,337.746,0.384679
33723,2398,716568,298.819,0.325156
33724,2799,763681,272.841,0.346535
33786,2584,743163,287.602,0.337224
33802,2382,552963,232.142,0.250917
33810,2353,808872,343.762,0.367041
33898,2477,597664,241.285,0.271201
33924,2342,892080,380.905,0.404798
33984,2416,581740,240.787,0.263976
33993,2414,919828,381.039,0.417389
34004,2462,670926,272.512,0.304445
34040,2580,1.01297e+06,392.625,0.459654
34081,2223,519717,233.791,0.235831
34105,2486,767888,308.885,0.348444
34111,2426,543399,223.99,0.246578
34128,2253,502899,223.213,0.2282
34139,2356,974662,413.693,0.442271
34145,2309,538794,233.345,0.244488
34181,2496,586927,235.147,0.266329
34187,2421,532174,219.816,0.241484
34215,2559,724879,283.266,0.328928
34285,1733,343118,197.991,0.155696
34330,2603,800850,307.664,0.363401
34505,2761,750413,271.79,0.340514
34544,2341,542525,231.749,0.246181
34594,2334,731675,313.485,0.332011
34620,2228,1.24217e+06,557.527,0.563658
34628,2401,555992,231.567,0.252292
34637,2348,536148,228.342,0.243287
34639,2227,1.12919e+06,507.044,0.512391
34663,2396,570910,238.276,0.259061
34789,2426,620182,255.64,0.281419
34838,2490,651852,261.788,0.29579
34845,2161,887473,410.677,0.402708
34847,2027,448495,221.26,0.203513
34912,2343,559988,239.005,0.254105
34918,2301,911418,396.097,0.413573
34929,2308,663192,287.345,0.300936
34936,2350,561662,239.005,0.254865
34982,2460,622918,253.219,0.282661
35006,2474,584710,236.342,0.265323
35016,1963,450846,229.672,0.20458
35019,2458,562657,228.909,0.255316
35045,2270,521542,229.754,0.23666
35068,2372,657337,277.123,0.298279
35084,2512,585019,232.89,0.265463
35204,2280,518867,227.573,0.235446
35214,2496,886851,355.309,0.402425
35234,2473,576671,233.187,0.261675
35243,2472,871055,352.368,0.395258
35286,2495,584325,234.199,0.265149
35302,2438,745728,305.877,0.338388
35319,2725,1.00768e+06,369.792,0.457254
35329,1707,351550,205.946,0.159522
35342,2317,534066,230.499,0.242343
35357,2326,534911,229.97,0.242726
35368,2333,560118,240.085,0.254164
35379,2291,531480,231.986,0.241169
35422,2436,556442,228.424,0.252496
35437,2164,497560,229.926,0.225777
35442,2301,552914,240.293,0.250895
35496,2437,554717,227.623,0.251713
35526,2314,564479,243.941,0.256143
35527,2515,713270,283.606,0.32366
35541,2385,525431,220.306,0.238424
35575,1970,1.29152e+06,655.596,0.586052
35577,2265,1.19354e+06,526.949,0.541591
35586,2810,875790,311.669,0.397406
35600,2511,758067,301.898,0.343987
35601,2606,846378,324.781,0.38406
35648,2905,922049,317.401,0.418397
35726,2507,559462,223.16,0.253866
35736,2393,541947,226.472,0.245919
35750,2591,1.059e+06,408.721,0.480541
35754,2885,985825,341.707,0.447337
35766,2245,504426,224.688,0.228893
35777,2342,543564,232.094,0.246652
35780,2577,893333,346.656,0.405367
35789,2494,623763,250.106,0.283044
35801,2587,959745,370.988,0.435502
35802,2069,1.12902e+06,545.682,0.512314
35841,2393,556357,232.493,0.252457
35872,2322,534001,229.975,0.242313
35876,2328,785380,337.363,0.356381
35924,2273,542406,238.63,0.246127
35928,2317,544241,234.89,0.24696
35953,2443,571830,234.069,0.259479
36001,2288,513461,224.415,0.232993
36032,2966,997332,336.255,0.452558
36051,2297,546258,237.814,0.247875
36089,2505,610391,243.669,0.276976
36096,2093,463580,221.49,0.210358
36121,2467,582736,236.212,0.264427
36130,2407,1.16901e+06,485.669,0.53046
36134,2006,461288,229.954,0.209318
36154,2355,818944,347.747,0.371611
36178,2354,535977,227.688,0.24321
36181,2127,1.01749e+06,478.368,0.461705
36182,2597,893177,343.926,0.405296
36205,2519,613215,243.436,0.278258
36255,2471,577869,233.86,0.262219
36272,2102,533490,253.801,0.242081
36284,2575,728600,282.951,0.330616
36303,2296,530190,230.919,0.240584
36307,2448,899710,367.528,0.40826
36309,2401,549885,229.023,0.249521
36321,2354,548709,233.096,0.248987
36322,2164,496208,229.301,0.225164
36324,2598,606756,233.547,0.275327
36360,3016,875946,290.433,0.397477
36361,2131,479916,225.207,0.217771
36394,2583,642737,248.833,0.291654
36444,2136,512926,240.134,0.23275
36485,2356,1.17975e+06,500.741,0.535334
36486,2490,607880,244.128,0.275837
36487,2322,716004,308.357,0.3249
36540,2494,567397,227.505,0.257467
36549,2210,469348,212.375,0.212976
36566,2451,685166,279.546,0.310907
36600,2107,468088,222.159,0.212404
36609,2447,586161,239.543,0.265982
36612,2189,508702,232.39,0.230833
36620,2112,481402,227.937,0.218445
36636,2560,906433,354.075,0.411311
36644,2270,1.01372e+06,446.571,0.459995
36652,2436,1.02652e+06,421.397,0.465803
36653,2491,1.06143e+06,426.107,0.481644
36655,2497,572128,229.126,0.259614
36660,2255,474674,210.498,0.215392
36666,2528,714925,282.803,0.324411
36683,2186,505614,231.296,0.229432
36699,2385,605990,254.084,0.274979
36712,2261,832434,368.171,0.377733
36738,2202,507484,230.465,0.23028
36753,2243,518121,230.995,0.235107
36768,2502,595729,238.101,0.270323
36823,2422,555139,229.207,0.251905
36846,2009,446995,222.496,0.202832
36871,2754,782443,284.112,0.355048
36879,2567,653772,254.683,0.296661
36886,2295,967601,421.613,0.439067
36890,2598,829191,319.165,0.376261
36894,2507,584431,233.12,0.265197
36900,2915,1.07593e+06,369.103,0.488224
36958,2282,988615,433.223,0.448603
37006,2443,633169,259.177,0.287312
37063,2081,1.0709e+06,514.607,0.485941
37068,2040,450810,220.985,0.204564
37075,2198,486010,221.115,0.220536
37091,2100,473715,225.578,0.214957
37136,2296,1.01384e+06,441.569,0.460049
37138,2521,584871,232,0.265396
37155,2506,688483,274.734,0.312412
37156,2338,587798,251.411,0.266724
37162,2366,534972,226.108,0.242754
37165,2489,698608,280.678,0.317007
37180,2285,520212,227.664,0.236056
37189,2229,502671,225.514,0.228096
37191,2342,564303,240.949,0.256063
37195,2101,502848,239.338,0.228177
37198,2336,610389,261.297,0.276976
37224,2076,524339,252.572,0.237929
37238,2463,539539,219.058,0.244826
37260,2382,544614,228.637,0.247129
37272,2166,464980,214.672,0.210993
37274,2866,994138,346.873,0.451109
37284,2293,525860,229.333,0.238619
37287,2190,523963,239.253,0.237758
37293,2286,553988,242.339,0.251383
37333,2229,550152,246.815,0.249642
37341,2683,1.12495e+06,419.289,0.510467
37348,2442,753326,308.487,0.341836
37359,2391,559979,234.203,0.254101
37366,2589,1.04335e+06,402.992,0.47344
37370,2611,932988,357.33,0.423361
37392,2603,857625,329.476,0.389164
37400,2330,580692,249.224,0.2635
37401,2597,814414,313.598,0.369556
37460,2422,558131,230.442,0.253262
37461,2126,462136,217.374,0.209703
37507,2384,516952,216.842,0.234577
37580,2494,708904,284.244,0.321679
37598,2378,969444,407.672,0.439904
37609,2309,514476,222.813,0.233453
37610,2472,616705,249.476,0.279842
37678,2343,572737,244.446,0.25989
37753,2471,896358,362.751,0.406739
37766,2578,724814,281.154,0.328898
37794,2458,858300,349.186,0.38947
37828,2111,472949,224.04,0.21461
37864,2611,760071,291.103,0.344897
37867,2608,896318,343.68,0.406721
37918,2380,555223,233.287,0.251943
37920,2437,555203,227.822,0.251934
37926,2314,515532,222.788,0.233932
37930,2341,553292,236.349,0.251067
37937,2412,579227,240.144,0.262835
37938,2371,532981,224.792,0.24185
37954,2540,598832,235.761,0.271731
37975,2462,574529,233.359,0.260703
38001,2425,553293,228.162,0.251067
38029,2808,946721,337.151,0.429593
38035,2340,564505,241.242,0.256155
38056,2478,693147,279.72,0.314529
38151,2291,934392,407.853,0.423998
38168,2315,537284,232.088,0.243803
38181,2266,1.06214e+06,468.73,0.481966
38221,2272,501400,220.687,0.22752
38237,3035,960803,316.574,0.435983
38241,2358,568642,241.154,0.258032
38250,2170,987917,455.261,0.448286
38261,2364,651820,275.727,0.295776
38275,2740,1.19495e+06,436.112,0.542231
38281,2215,522431,235.86,0.237063
38282,2379,546695,229.8,0.248073
38283,2490,582986,234.131,0.264541
38322,2546,582342,228.728,0.264249
38327,2482,571870,230.407,0.259497
38328,2683,888304,331.086,0.403085
38331,2301,526363,228.754,0.238847
38341,2438,771950,316.632,0.350287
38364,2468,584182,236.702,0.265084
38369,2462,575110,233.595,0.260967
38372,2133,461036,216.144,0.209204
38394,2020,445215,220.403,0.202025
38398,2640,1.07321e+06,406.52,0.486989
38411,2527,662193,262.047,0.300483
38414,2304,537178,233.15,0.243755
38422,2497,594770,238.194,0.269888
38424,2467,1.10254e+06,446.915,0.500298
38427,2164,480886,222.221,0.218211
38456,2340,561914,240.134,0.254979
38476,2334,524782,224.842,0.23813
38477,2089,536374,256.761,0.24339
38487,2433,572888,235.466,0.259959
38492,2239,506091,226.034,0.229648
38519,2452,885331,361.065,0.401736
38530,2481,597982,241.024,0.271346
38547,2482,584506,235.498,0.265231
38570,2425,595629,245.62,0.270278
38574,2232,500963,224.446,0.227321
38592,2500,1.38256e+06,553.026,0.627363
38671,2557,636293,248.844,0.28873
38679,2172,529954,243.994,0.240477
38688,2516,1.17337e+06,466.364,0.532439
38689,2256,1.13629e+06,503.675,0.515613
38693,2134,456758,214.038,0.207263
38698,2504,582125,232.478,0.26415
38701,2408,559952,232.538,0.254089
38731,2690,995773,370.176,0.451851
38736,2425,568427,234.403,0.257934
38738,2140,485156,226.709,0.220149
38743,2273,1.07617e+06,473.459,0.488332
38749,2121,483769,228.086,0.219519
38795,2401,594724,247.699,0.269867
38797,2301,536345,233.092,0.243377
38798,2402,918867,382.543,0.416953
38811,2394,885128,369.728,0.401644
38863,2442,532024,217.864,0.241416
38870,2394,566779,236.75,0.257187
38876,2348,532814,226.923,0.241774
38877,2374,569028,239.691,0.258207
38916,2422,567640,234.368,0.257577
38930,2476,694951,280.675,0.315347
38955,2474,567220,229.272,0.257387
38964,2478,1.17434e+06,473.904,0.532879
39013,2417,577206,238.811,0.261918
39029,2069,465445,224.961,0.211204
39036,2705,909519,336.236,0.412711
39103,1995,457359,229.253,0.207535
39163,2248,524829,233.465,0.238151
39172,2436,636471,261.277,0.288811
39174,2422,566976,234.094,0.257276
39175,2172,473615,218.055,0.214912
39180,2384,612472,256.909,0.277921
39183,2497,616697,246.975,0.279838
39225,2519,767561,304.709,0.348295
39233,2770,1.05045e+06,379.224,0.476662
39240,2447,570051,232.959,0.258671
39255,1972,439698,222.971,0.199521
39273,2352,1.28176e+06,544.967,0.581623
39283,2461,558631,226.994,0.253489
39288,1989,420996,211.662,0.191035
39295,2427,581966,239.788,0.264078
39301,2270,585491,257.925,0.265678
39333,2371,573634,241.938,0.260297
39345,2132,492024,230.78,0.223265
39379,2303,541968,235.331,0.245928
39402,1456,289616,198.912,0.131419
39411,1867,401530,215.067,0.182202
39456,2417,590554,244.333,0.267975
39482,2076,475908,229.243,0.215952
39483,2111,406932,192.767,0.184653
39484,2999,1.09037e+06,363.577,0.494776
39495,2102,474242,225.615,0.215196
39496,2413,546813,226.611,0.248127
39519,2283,542456,237.607,0.24615
39520,3208,846657,263.92,0.384187
39527,2208,1.10054e+06,498.432,0.499391
39532,2360,654193,277.2,0.296852
39538,2529,851702,336.774,0.386476
39563,2430,567778,233.654,0.25764
39591,2520,764962,303.556,0.347116
39622,2513,573371,228.162,0.260178
39631,2136,928959,434.906,0.421533
39651,2520,771774,306.26,0.350207
39661,2257,551995,244.57,0.250478
39677,2382,580031,243.506,0.2632
39690,3052,1.01505e+06,332.584,0.460598
39691,2462,838268,340.483,0.38038
39699,2704,1.0893e+06,402.847,0.49429
39722,2534,819161,323.268,0.37171
39762,2309,545435,236.222,0.247501
39763,2350,542656,230.918,0.24624
39764,2501,664566,265.72,0.301559
39769,2521,592794,235.142,0.268991
39779,2777,859896,309.649,0.390194
39780,2473,643718,260.298,0.292099
39788,2288,725750,317.198,0.329323
39793,2701,788518,291.936,0.357805
39807,2594,912159,351.642,0.413909
39808,2072,477879,230.637,0.216847
39861,2394,631296,263.699,0.286462
39892,2255,518045,229.732,0.235073
39901,2520,843333,334.656,0.382678
39902,2252,523597,232.503,0.237592
39914,2450,782768,319.497,0.355196
39927,2330,1.09444e+06,469.715,0.496623
39928,2749,802365,291.875,0.364088
39945,2089,539929,258.463,0.245003
39965,2364,558634,236.309,0.253491
39982,2435,771175,316.704,0.349935
39996,1971,1.10896e+06,562.636,0.503212
40019,2123,522565,246.145,0.237124
40025,2563,626547,244.458,0.284308
40027,2621,803982,306.746,0.364822
40035,2383,603931,253.433,0.274045
40070,2326,595484,256.012,0.270212
40071,2332,535041,229.434,0.242785
40090,2223,519491,233.689,0.235729
40101,2327,580721,249.558,0.263513
40123,2511,996365,396.8,0.452119
40150,2533,913410,360.604,0.414477
40175,2575,930377,361.312,0.422176
40192,2451,556228,226.939,0.252399
40204,2567,723266,281.756,0.328196
40207,2580,1.05558e+06,409.138,0.478989
40251,2233,522837,234.141,0.237247
40268,2551,861231,337.605,0.3908
40276,2484,777286,312.917,0.352708
40292,2617,922592,352.538,0.418644
40293,1877,404562,215.537,0.183578
40318,2371,642710,271.071,0.291642
40377,1860,396517,213.181,0.179927
40402,2437,566043,232.27,0.256853
40413,2441,804478,329.569,0.365047
40429,2511,568548,226.423,0.257989
40442,2463,587209,238.412,0.266457
40454,2320,535674,230.894,0.243072
40455,2462,624437,253.63,0.28335
40457,2134,1.15845e+06,542.852,0.525669
40473,2416,591470,244.814,0.268391
40490,2323,534167,229.947,0.242388
40518,2400,620587,258.578,0.281603
40521,2511,601129,239.398,0.272774
40567,1775,371116,209.08,0.168401
40593,2497,640769,256.616,0.290761
40628,2315,504172,217.785,0.228778
40726,2224,504230,226.722,0.228804
